name;last_name;birth_date;id;city;town;symptoms;description;status;date_of_admission
Palas;Bustamante;16/09/2003;22499211205;Zacapa;Cabañas;Fiebre, Cansancio;Vancouver, Estados Unidos;Sospechoso;1/04/2020
Petruos;Calvillo;12/02/1988;1940926031;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;Independencia, Mexico;Sospechoso;20/04/2020
Maciela;Uribe;4/10/1990;22340702203;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;San Andrés, Panama;Sospechoso;11/04/2020
Dibe;Roque;15/07/1962;20957191124;Guatemala;Villa Nueva;Fiebre, Tos seca;Adolfo Ruiz Cortines, Mexico;Recuperado;27/03/2020
Saturno;Ontiveros;3/07/1952;27342934109;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;San José, Guatemala;Confirmado;30/04/2020
Orencio;Sauceda;2/09/1940;2118356136;Guatemala;Fraijanes;Fiebre, Tos seca;Aguas del Padre, Honduras;Sospechoso;14/03/2020
Dagmar;Montano;11/11/1988;21883773145;Jutiapa;Jalpatagua;Fiebre, Dificultad respiratoria;Waco, Estados Unidos;Recuperado;25/03/2020
Bernabela;Fajardo;21/01/1924;19588694168;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;Pittsburgh, Estados Unidos;Confirmado;2/04/2020
Moria;Alfaro;27/01/2014;2694968627;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;San Agustín, Honduras;Confirmado;4/05/2020
Micol;Urías;1/07/1998;2732095229;Chimaltenango;Santa Apolonia;Fiebre, Cansancio;Jutiapa, Guatemala;Confirmado;8/04/2020
Enzo;Corrales;30/05/1974;24332162122;Guatemala;Mixco;Fiebre, Dificultad respiratoria;Las Flores, Mexico;Sospechoso;14/04/2020
Samanta;Rivas;11/02/1930;28680867108;Sololá;Concepción;Fiebre, Cansancio;Huité, Guatemala;Sospechoso;2/04/2020
Bru;Raya;27/05/1947;2926480295;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Olocuilta, El Salvador;Sospechoso;3/05/2020
Zahir;Gómez;15/08/1945;28494966188;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Diriamba, Nicaragua;Recuperado;23/03/2020
Horangel;Ybarra;18/05/1987;22077858221;Guatemala;Mixco;Fiebre, Tos seca, Escalofríos y dolores corporales;Cahabón, Guatemala;Sospechoso;20/03/2020
Aquilesia;Valentín;25/02/1945;2005462348;San Marcos;Catarina;Fiebre, Dificultad respiratoria;Jose Maria Morelos, Mexico;Recuperado;19/04/2020
Reynaldo;Juárez;18/05/1925;1935215513;Escuintla;Nueva Concepción;Fiebre, Cansancio;Scranton, Estados Unidos;Recuperado;28/03/2020
Angelines;Amaya;19/09/1990;23307522191;Quetzaltenango;Quetzaltenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Sospechoso;14/03/2020
Hilde;Ruiz;28/09/1961;24501966224;Suchitepéquez;Cuyotenango;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Sospechoso;23/04/2020
Violetta;Godínez;28/10/1957;23925140198;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca, Escalofríos y dolores corporales;Cumming, Estados Unidos;Sospechoso;4/05/2020
Natasha;García;13/08/1970;27315192221;Santa Rosa;Taxisco;Fiebre, Cansancio;San Agustín Acasaguastlán, Guatemala;Sospechoso;30/03/2020
Diva;Nevarez;5/01/1928;2520876783;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Reno, Estados Unidos;Recuperado;20/03/2020
Johanna;Guerra;16/04/1953;19425911214;Chimaltenango;San Juan Comalapa;Fiebre, Cansancio;Pittsburgh, Estados Unidos;Recuperado;17/03/2020
Edaline;Soria;23/02/1932;2399137173;Retalhuleu;Retalhuleu;Fiebre, Tos seca;Guanagazapa, Guatemala;Sospechoso;23/04/2020
Neera;Gaytan;13/08/1920;288159001910;Guatemala;Guatemala;Fiebre, Cansancio;Los Angeles, Estados Unidos;Recuperado;8/04/2020
Nicomedes;Collazo;11/05/2008;23611004219;Sacatepéquez;Ciudad Vieja;Fiebre, Tos seca;Las Flores, Mexico;Recuperado;21/04/2020
Basilia;Sosa;26/07/1920;2907023656;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;San Juan Bautista, Guatemala;Sospechoso;27/03/2020
Gibert;Lemus;22/06/1969;26980842212;Escuintla;Siquinalá;Fiebre, Cansancio;Wilkes Barre, Estados Unidos;Recuperado;2/05/2020
Florio;Nava;24/05/2019;24506225111;Totonicapán;Santa María Chiquimula;Fiebre, Dificultad respiratoria;Diriomo, Nicaragua;Sospechoso;6/05/2020
Tabita;Escobedo;5/07/2000;28208047179;Escuintla;Iztapa;Fiebre, Dificultad respiratoria;Salt Lake City, Estados Unidos;Sospechoso;4/04/2020
Maximiliana;Bañuelos;15/08/2016;2639904453;Escuintla;Palín;Fiebre, Tos seca;Revolucion, Mexico;Confirmado;24/03/2020
Liborio;Griego;21/01/1997;23509504138;San Marcos;Catarina;Fiebre, Tos seca;Cincinnati, Estados Unidos;Confirmado;26/04/2020
Helga;Caballero;2/02/1976;28201389146;Quiché;Pachalum;Fiebre, Tos seca;Las Vegas, Estados Unidos;Confirmado;20/03/2020
Naara;Armas;25/01/2012;196054331810;Guatemala;Guatemala;Fiebre, Cansancio;San Diego, Estados Unidos;Recuperado;8/04/2020
Milva;Llarnas;29/06/1940;20122638810;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Olopa, Guatemala;Recuperado;27/04/2020
Calígula;Franco;13/04/1969;22181755174;Santa Rosa;Taxisco;Fiebre, Tos seca;Las Tejeras, Honduras;Confirmado;29/03/2020
Umberto;Rodrígez;31/05/2002;2709024122; Quetzaltenango; San Carlos Sija;Fiebre, Cansancio;Badajoz, España;Recuperado;27/04/2020
Mendel;Corrales;16/08/1925;23411496162;Sololá;San Antonio Palopó;Fiebre, Tos seca, Escalofríos y dolores corporales;Lagunillas, Mexico;Confirmado;26/03/2020
Atzin;Pedroza;8/12/1928;24372812159;Jalapa;San Luis Jilotepeque;Fiebre, Cansancio;Obrera, Mexico;Recuperado;22/04/2020
Naomi;Betancourt;15/03/1988;2271074433;Escuintla;San José;Fiebre, Cansancio;Boaco, Nicaragua;Sospechoso;12/04/2020
Geselle;Arce;13/07/1967;22706821225;Huehuetenango;Soloma;Fiebre, Cansancio;Lincoln, Estados Unidos;Sospechoso;26/04/2020
Abi;Reynoso;4/12/1926;2483642833;Suchitepéquez;Cuyotenango;Fiebre, Cansancio;Ciudad Sandino, Nicaragua;Confirmado;2/05/2020
Stephanie;Carrillo;19/09/1951;286064962210;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;El Realejo, Nicaragua;Confirmado;28/03/2020
Escolástico;Luna;10/03/1966;27570685112;Santa Rosa;Guazacapán;Fiebre, Tos seca;Los Angeles, Estados Unidos;Recuperado;2/05/2020
Matty;Ruelas;15/04/1922;21456948193;Suchitepéquez;Cuyotenango;Fiebre, Cansancio, Escalofríos y dolores corporales;Roma, Italia;Recuperado;23/03/2020
Constantino;Verduzco;10/06/1952;27941663117;Escuintla;San José;Fiebre, Dificultad respiratoria;La Esperanza, Mexico;Sospechoso;30/04/2020
Ganix;Abrego;1/02/1933;25692765710;Quiché;Santa María Nebaj;Fiebre, Cansancio;Sonzacate, El Salvador;Confirmado;5/05/2020
Pablo;Garza;23/10/1947;2968218787;Guatemala;Fraijanes;Fiebre, Tos seca;Guanagazapa, Guatemala;Recuperado;27/03/2020
Ivana;Urrútia;3/12/1962;27018818167;Chimaltenango;Patzún;Fiebre, Dificultad respiratoria;Bálsamo Oriental, Honduras;Recuperado;4/05/2020
Tea;Anaya;2/03/1976;21786589183;Sololá;Sololá;Fiebre, Tos seca;San Fernando, Honduras;Sospechoso;31/03/2020
Ales;Bueno;2/02/1926;25298877134;Suchitepéquez;San Francisco Zapotitlán;Fiebre, Cansancio;Valdosta, Estados Unidos;Sospechoso;8/04/2020
Generosa;Linares;17/02/1950;2622372729;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Knoxville, Estados Unidos;Recuperado;15/03/2020
Francine;Barrera;14/07/1963;2530887675;Guatemala;Mixco;Fiebre, Tos seca;Genova, Italia;Recuperado;3/04/2020
Eneida;Mojica;1/05/1991;2727087942;Izabal;Morales;Fiebre, Dificultad respiratoria;Las Flores, Mexico;Sospechoso;8/05/2020
Fiorel;Concepción;7/04/1945;290796371310;Suchitepéquez;San Francisco Zapotitlán;Fiebre, Cansancio;Paquera, Costa Rica;Confirmado;7/05/2020
Tatiana;Pedraza;17/05/1926;20592156152;Escuintla;San José;Fiebre, Cansancio;Santa Cruz, Honduras;Recuperado;22/04/2020
Jeremiah;Sisneros;17/06/1971;24866800107;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;Sevilla, España;Sospechoso;14/04/2020
Silvio;Alonso;21/03/2002;291220511010;Jutiapa;Comapa;Fiebre, Tos seca;Palma De Mallorca, España;Confirmado;30/03/2020
Edward;Calderón;9/01/1989;29598453149;Guatemala;Mixco;Fiebre, Tos seca;Las Minas, Panama;Sospechoso;30/04/2020
Lisa;Reynoso;8/11/1974;250945451110;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Guadalupe, Mexico;Recuperado;14/03/2020
Adassa;Leyva;27/12/2017;19523531197;Quiché;Cunén;Fiebre, Tos seca, Escalofríos y dolores corporales;Alto de la Estancia, Panama;Confirmado;25/03/2020
Meris;Villanueva;10/10/1943;24329859163;Santa Rosa;Chiquimulilla;Fiebre, Cansancio;Indianapolis, Estados Unidos;Sospechoso;5/04/2020
Edelio;Acosta;2/08/1928;28005934169;Huehuetenango;Huehuetenango;Fiebre, Tos seca, Escalofríos y dolores corporales;San Antonio, Estados Unidos;Confirmado;30/04/2020
Odoacro;Salinas;28/02/1960;20775074141;Quetzaltenango;San Carlos Sija;Fiebre, Dificultad respiratoria;Clearwater, Estados Unidos;Sospechoso;12/04/2020
Wanda;Marcos;17/08/2007;2054610615;Zacapa;Cabañas;Fiebre, Tos seca, Escalofríos y dolores corporales;San Jose, Estados Unidos;Sospechoso;31/03/2020
Gimena;Agosto;15/02/1925;2691526199;Chimaltenango;Santa Apolonia;Fiebre, Dificultad respiratoria;Francisco I Madero, Mexico;Recuperado;13/04/2020
Buenaventura;Garrido;13/09/1934;2055735015;Escuintla;Iztapa;Fiebre, Tos seca;Napoli, Italia;Sospechoso;24/04/2020
Tobías;Zelaya;29/08/2000;29814699212;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Potrerillos, Honduras;Sospechoso;12/04/2020
Axel;Luna;26/09/1962;23103534148;Alta Verapaz;Tamahú;Fiebre, Cansancio;Azteca, Mexico;Sospechoso;5/05/2020
Valeria;Gamboa;4/08/1959;28788910142;Chiquimula;Quezaltepeque;Fiebre, Dificultad respiratoria;Santa María de Jesús, Guatemala;Confirmado;3/05/2020
Privato;Espinoza;6/06/2006;2062751659;El Progreso;Guastatoya;Fiebre, Cansancio, Escalofríos y dolores corporales;Tucson, Estados Unidos;Sospechoso;13/03/2020
Karmina;Prieto;3/11/2014;2058382913;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca;Goascorán, Honduras;Sospechoso;30/03/2020
Melibeo;Girón;15/10/1945;2395962317;Guatemala;Chinautla;Fiebre, Tos seca;Salerno, Italia;Sospechoso;25/04/2020
Febe;Bonilla;22/08/1953;2267566432;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca;Zamora, Honduras;Recuperado;26/04/2020
Elina;Zaragoza;10/07/1923;22382401112;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;Lynchburg, Estados Unidos;Confirmado;7/04/2020
Joad;Camarillo;4/11/2000;22744191172;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Benito Juarez, Mexico;Recuperado;25/03/2020
Kore;Angulo;13/11/2001;2714951332;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Miguel Hidalgo, Mexico;Confirmado;24/04/2020
Liberata;Samaniego;3/02/1999;24183759205;Quetzaltenango;Cantel;Fiebre, Cansancio, Escalofríos y dolores corporales;Vigo, España;Confirmado;15/04/2020
Paulo;Botello;7/11/1995;22901847158;Sacatepéquez;Alotenango;Fiebre, Cansancio, Escalofríos y dolores corporales;Dallas, Estados Unidos;Recuperado;29/03/2020
Ysmael;Yáñez;23/04/1958;2466350647;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;El Paso, Estados Unidos;Confirmado;9/04/2020
Davor;Saenz;22/03/1995;22384349123;Baja Verapaz;Salamá;Fiebre, Tos seca, Escalofríos y dolores corporales;Albany, Estados Unidos;Sospechoso;30/04/2020
Piuque;Veliz;3/09/2008;25114235153;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Amapala, Honduras;Sospechoso;8/04/2020
Caetano;Sierra;11/06/1963;2417958455;Huehuetenango;La Libertad;Fiebre, Cansancio, Escalofríos y dolores corporales;El Calvario, Mexico;Confirmado;25/03/2020
Grecia;Torres;23/09/2018;19447708181;Chimaltenango;Chimaltenango;Fiebre, Dificultad respiratoria;Minas de Oro, Honduras;Confirmado;20/03/2020
Styalianos;Terán;16/02/1988;295101301310;Escuintla;Guaganazapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Recuperado;7/04/2020
Numilen;Velez;21/06/1936;29957704128;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;San Bernardino, Estados Unidos;Recuperado;26/04/2020
Gisela;Palomino;5/12/1944;22205239223;Escuintla;San José;Fiebre, Dificultad respiratoria;Saint Cloud, Estados Unidos;Confirmado;24/03/2020
Diocles;Lozano;5/05/2015;19113760181;Huehuetenango;La Libertad;Fiebre, Tos seca;Concepción de la Barranca, Honduras;Sospechoso;8/05/2020
Egberto;Armas;9/08/2016;23178950108;Suchitepéquez;Samayac;Fiebre, Cansancio, Escalofríos y dolores corporales;Aguas del Padre, Honduras;Confirmado;29/03/2020
Ardón;Aragón;15/10/2017;28018827119;Chiquimula;Jocotán;Fiebre, Cansancio;Inglewood, Estados Unidos;Recuperado;28/03/2020
Morgana;Flores;6/06/1964;25094803226;Retalhuleu;Retalhuleu;Fiebre, Tos seca;Oakland, Estados Unidos;Confirmado;20/04/2020
Hippolyte;Cerda;1/08/1974;19872599194;Jutiapa;Jerez;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Cruz, Honduras;Sospechoso;28/04/2020
Pulqueria;Carrasquill;13/10/2007;23720281410;Jalapa;San Pedro Pinula;Fiebre, Tos seca;Concepción de Ataco, El Salvador;Sospechoso;18/04/2020
Mili;Roybal;27/01/2013;2422070249;Sololá;Sololá;Fiebre, Tos seca;Emiliano Zapata, Mexico;Confirmado;14/04/2020
Noelio;Tovar;20/06/1945;20993475184;Santa Rosa;Cuilapa;Fiebre, Tos seca;Migrate, Estados Unidos;Confirmado;9/04/2020
Calímaco;Pizarro;8/10/1992;2330834739;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Minneapolis, Estados Unidos;Confirmado;21/04/2020
Radegunda;Rosado;23/11/1969;282932351810;Guatemala;Chinautla;Fiebre, Tos seca;Miami, Estados Unidos;Recuperado;7/04/2020
Bibiano;Ocasio;13/07/1980;2537742914;Huehuetenango;Santa Bárbara;Fiebre, Cansancio, Escalofríos y dolores corporales;Independencia, Mexico;Confirmado;24/03/2020
Periandro;Bermúdez;22/03/2001;26953623183; Quetzaltenango; Salcajá;Fiebre, Dificultad respiratoria;Chattanooga, Estados Unidos;Sospechoso;4/04/2020
Gustav;Casares;5/08/1921;26327479183;Guatemala;Fraijanes;Fiebre, Tos seca;Lubbock, Estados Unidos;Confirmado;24/03/2020
Tubal;Méndez;28/05/1995;27450108168;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Pasadena, Estados Unidos;Recuperado;19/03/2020
Hildegunda;Medrano;9/11/2011;2778274484;Jalapa;Jalapa;Fiebre, Tos seca, Escalofríos y dolores corporales;El Pino, Honduras;Sospechoso;9/04/2020
Manzur;Cervántez;1/03/1983;27536343126;Chiquimula;Chiquimula;Fiebre, Cansancio;Santa Catarina Ixtahuacán, Guatemala;Recuperado;16/04/2020
Geoffrey;Arce;12/03/1963;2141474941;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca, Escalofríos y dolores corporales;Wichita, Estados Unidos;Confirmado;1/05/2020
Heráclito;Jáquez;12/03/1924;2351129767;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Anchorage, Estados Unidos;Sospechoso;24/04/2020
Bella;Cervántez;3/02/1996;28305416224;Chiquimula;Olopa;Fiebre, Cansancio, Escalofríos y dolores corporales;High Point, Estados Unidos;Recuperado;10/04/2020
Segundino;Bernal;10/09/1975;20389819175;San Marcos;Catarina;Fiebre, Cansancio;Olympia, Estados Unidos;Recuperado;19/04/2020
Matilda;Velez;15/10/2007;2772491845;Guatemala;Guatemala;Fiebre, Tos seca;Amarillo, Estados Unidos;Recuperado;21/04/2020
Arcángel;Treviño;18/11/1936;2624775435;San Marcos;Malacatán;Fiebre, Cansancio;Ejidal, Mexico;Recuperado;2/04/2020
Merces;Rosario;5/07/1974;29491566610;El Progreso;San Antonio La Paz;Fiebre, Cansancio;El Olivar, Honduras;Recuperado;17/03/2020
Yago;Rincón;1/07/2016;25563713173;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;San Francisco, Mexico;Confirmado;1/05/2020
Bru;Abeyta;15/05/1974;20614968158;Guatemala;Mixco;Fiebre, Tos seca, Escalofríos y dolores corporales;Canton, Estados Unidos;Sospechoso;4/04/2020
Justiniano;Benavides;31/12/1963;215022922210;Escuintla;Iztapa;Fiebre, Cansancio;Washington, Estados Unidos;Recuperado;8/04/2020
Luján;Ruelas;14/06/1993;26335977185;Retalhuleu;San Sebastián;Fiebre, Tos seca, Escalofríos y dolores corporales;Houston, Estados Unidos;Recuperado;7/04/2020
Erminia;Cepeda;21/01/1967;2594228471;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;Changuinola, Panama;Confirmado;23/04/2020
Macario;Mena;29/09/1963;2668667756;Escuintla;Iztapa;Fiebre, Cansancio;Hidalgo, Mexico;Recuperado;21/04/2020
Mailin;Estévez;16/01/1987;266426011510;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;La Libertad, Honduras;Confirmado;21/04/2020
Ben;Alonso;5/05/1992;2223612347;Chiquimula;Chiquimula;Fiebre, Cansancio;Long Beach, Estados Unidos;Sospechoso;6/05/2020
Joav;Carvajal;23/11/1993;29158015210;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Fort Worth, Estados Unidos;Recuperado;24/04/2020
Aristóteles;Aguayo;5/02/1959;20769897222;Zacapa;Río Hondo;Fiebre, Dificultad respiratoria;Salamanca, España;Confirmado;28/03/2020
Herman;Roldán;8/03/1996;1980001187;Jalapa;San Pedro Pinula;Fiebre, Dificultad respiratoria;Minneapolis, Estados Unidos;Recuperado;14/03/2020
Rode;Girón;21/04/2001;2698340518;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;San Cristóbal Cucho, Guatemala;Recuperado;22/03/2020
Keith;Ballesteros;21/03/1955;239312832210;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Cruces, Estados Unidos;Sospechoso;24/04/2020
Britanic;Valdés;26/06/2007;2311312469;Sololá;Concepción;Fiebre, Tos seca;Vicente Guerrero, Mexico;Sospechoso;15/04/2020
Dositeo;Villegas;7/01/1947;2928888097;Huehuetenango;Cuilco;Fiebre, Tos seca;Santa Maria, Mexico;Sospechoso;25/03/2020
Deidamia;Alejandro;22/08/1934;29380834206;Guatemala;Villa Nueva;Fiebre, Cansancio;Washington, Estados Unidos;Sospechoso;30/04/2020
Heliena;Burgos;26/02/1988;27233259116;Guatemala;Villa Canales;Fiebre, Tos seca;San José El Ídolo, Guatemala;Sospechoso;18/04/2020
Zarina;Alicea;11/06/1962;22534894910;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Birmingham, Estados Unidos;Confirmado;1/04/2020
Aniceto;Acosta;22/11/1943;2060846286;Santa Rosa;Chiquimulilla;Fiebre, Cansancio, Escalofríos y dolores corporales;Paraíso, Costa Rica;Recuperado;26/03/2020
Odon;Zaragoza;23/09/1942;26335392159;Izabal;Los Amates;Fiebre, Cansancio;Macon, Estados Unidos;Confirmado;9/04/2020
Adelmaro;Covas;3/11/2010;281649992110;Guatemala;Fraijanes;Fiebre, Cansancio, Escalofríos y dolores corporales;Nueva Guadalupe, El Salvador;Recuperado;20/04/2020
Berenguer;Enríquez;15/04/2003;2045566437;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Reno, Estados Unidos;Confirmado;22/03/2020
George;Cintrón;24/03/1950;28249684113;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Fovissste, Mexico;Recuperado;29/03/2020
Fulvia;Corrales;8/09/1953;2363588859;San Marcos;Malacatán;Fiebre, Tos seca, Escalofríos y dolores corporales;Alicante/Alacant, España;Confirmado;4/04/2020
Narkis;Quezada;8/12/1932;2499936848;Guatemala;Villa Nueva;Fiebre, Cansancio;Omaha, Estados Unidos;Confirmado;27/03/2020
Clorinda;Ruelas;17/02/1960;2663106879;Santa Rosa;Cuilapa;Fiebre, Tos seca;Santa María de Jesús, Guatemala;Sospechoso;5/05/2020
Tibor;Robledo;16/07/1935;22984499166;San Marcos;Ixchiguán;Fiebre, Tos seca, Escalofríos y dolores corporales;Guacamaya, Honduras;Recuperado;22/03/2020
Torcuato;Hurtado;23/10/1932;2476180766;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Zamora, España;Sospechoso;29/04/2020
Gregory;Montez;2/03/1994;20004074218;Quiché;Zacualpa;Fiebre, Dificultad respiratoria;Savannah, Estados Unidos;Sospechoso;19/03/2020
Rosana;Gallegos;20/10/1952;25195660222;Guatemala;Mixco;Fiebre, Tos seca, Escalofríos y dolores corporales;Memphis, Estados Unidos;Confirmado;15/04/2020
Sahara;Armijo;10/06/2019;2594961688;Escuintla;San José;Fiebre, Dificultad respiratoria;San Diego, Estados Unidos;Confirmado;13/03/2020
Meinard;Vanegas;3/12/1997;2284863646;Baja Verapaz;Cubulco;Fiebre, Tos seca;Greensboro, Estados Unidos;Confirmado;4/04/2020
Ulpio;Pichardo;14/04/1972;29163928159;Izabal;El Estor;Fiebre, Cansancio, Escalofríos y dolores corporales;Chisec, Guatemala;Recuperado;22/03/2020
Gotardo;Ruvalcaba;22/09/1952;23944775197;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Tos seca, Escalofríos y dolores corporales;El Calvario, Mexico;Recuperado;14/03/2020
Astrid;Carranza;3/06/2007;26511025114;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Sospechoso;27/03/2020
Lea;Escamilla;23/10/1972;2484501528;Chiquimula;Quezaltepeque;Fiebre, Dificultad respiratoria;Columbia, Estados Unidos;Confirmado;7/05/2020
Fani;Muñiz;1/01/1968;290355751210;Guatemala;Guatemala;Fiebre, Tos seca;Gualán, Guatemala;Sospechoso;18/04/2020
Noel;Castellanos;1/05/1980;25601798194;Escuintla;San José;Fiebre, Tos seca;El Paso, Estados Unidos;Recuperado;26/04/2020
Floro;Toro;28/02/1976;23726320155;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Newark, Estados Unidos;Recuperado;25/03/2020
Amneris;Santacruz;17/03/1988;2009982469;Sacatepéquez;Pastores;Fiebre, Tos seca, Escalofríos y dolores corporales;El Mirador, Mexico;Confirmado;29/03/2020
Grizel;Gallegos;3/10/1952;2154845235;Escuintla;San José;Fiebre, Cansancio;Jacksonville, Estados Unidos;Recuperado;18/04/2020
Lizeth;Magana;29/07/1946;2570027086;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Boston, Estados Unidos;Confirmado;10/04/2020
Leuter;Rivero;30/07/2012;2553060411;Guatemala;Palencia;Fiebre, Tos seca;Champaign, Estados Unidos;Confirmado;8/05/2020
