name;last_name;birth_date;id;city;town;symptoms;description;status
Janvier;Herrera;13/05/1955;2874519862;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;San Francisco, Mexico;Recuperado
Romance;Montanez;24/04/1991;2074731344;Guatemala;San Miguel Petapa;Fiebre, Tos seca;Laspezia, Italia;Confirmado
Amarilla;Martínez;30/07/1955;19571144137;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Cincinnati, Estados Unidos;Confirmado
Rudolph;Cortez;19/03/1975;24937248222;Zacapa;Río Hondo;Fiebre, Tos seca;La Palma, Panama;Confirmado
Larissa;Urías;11/09/1928;2176274066;Zacapa;Teculután;Fiebre, Tos seca;Lleida, España;Recuperado
Keith;Baca;9/10/1944;2967142889;Guatemala;Villa Nueva;Fiebre, Cansancio;Santa Lucía, Honduras;Recuperado
Henry;Morales;27/05/1951;21794412227;Zacapa;Teculután;Fiebre, Cansancio, Escalofríos y dolores corporales;Staten Island, Estados Unidos;Confirmado
Khalil;Arroyo;3/11/1962;2744020173;Jalapa;Jalapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Recuperado
César;Lira;29/04/1970;20028275217;Baja Verapaz;Salamá;Fiebre, Cansancio, Escalofríos y dolores corporales;Champerico, Guatemala;Recuperado
Serapio;Carrillo;6/11/1921;26518574134;Chimaltenango;Santa Apolonia;Fiebre, Tos seca;Grand Rapids, Estados Unidos;Recuperado
Vita;Quiñónez;26/08/1978;2417344918;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio;Reno, Estados Unidos;Confirmado
Dion;Adomo;28/11/1961;2337785732;Escuintla;Iztapa;Fiebre, Cansancio;Antiguo Cuscatlán, El Salvador;Recuperado
Dagma;Ferrer;28/02/1986;24934394121;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Portland, Estados Unidos;Sospechoso
Alvar;Ozuna;23/08/1967;23196879223;Escuintla;San José;Fiebre, Dificultad respiratoria;Santander, España;Recuperado
Licio;Ledesma;3/06/1921;25121967219;San Marcos;Ixchiguán;Fiebre, Dificultad respiratoria;Palestina de los Altos, Guatemala;Recuperado
Alfio;Bermúdez;7/09/2018;2993999749;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Yarumela, Honduras;Recuperado
Valdemar;Vasquez;17/10/2010;2842528459;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca, Escalofríos y dolores corporales;Monroe, Estados Unidos;Recuperado
Encarna;Cedillo;28/04/1939;27076221104;Sacatepéquez;Pastores;Fiebre, Tos seca;Quebrada Larga, Honduras;Sospechoso
Shulamit;Ortega;21/12/1930;28611697193;Quetzaltenango;Salcajá;Fiebre, Dificultad respiratoria;Independencia, Mexico;Recuperado
Alisa;Sauceda;30/09/1937;24822211182;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;San Ramón, Nicaragua;Recuperado
Ernie;Cazares;5/09/1942;27088526126;Zacapa;Estanzuela;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Sospechoso
Kristen;Salgado;28/11/1969;1955550493;San Marcos;Comitancillo;Fiebre, Cansancio;Fort Wayne, Estados Unidos;Recuperado
Menelao;Ulibarri;4/04/1963;2667950064;Guatemala;Guatemala;Fiebre, Cansancio;Palestina de los Altos, Guatemala;Sospechoso
Olalla;Yáñez;10/06/1984;2472544158;Escuintla;San José;Fiebre, Cansancio;Almolonga, Guatemala;Recuperado
Quico;Espinosa;5/01/1942;2370707534;Guatemala;Villa Nueva;Fiebre, Tos seca;Lancaster, Estados Unidos;Confirmado
Yamil;Caldera;16/01/1929;20405446182;Escuintla;San Vicente Pacaya;Fiebre, Cansancio, Escalofríos y dolores corporales;Francisco I Madero, Mexico;Recuperado
Reuben;Árias;13/02/1985;21224726223;Petén;Flores;Fiebre, Dificultad respiratoria;La Guama, Honduras;Confirmado
Amantzi;Saldivar;6/02/2008;21803942139;Retalhuleu;San Felipe;Fiebre, Tos seca, Escalofríos y dolores corporales;Battle Creek, Estados Unidos;Sospechoso
Argimiro;Santana;13/01/1981;2724996399;Suchitepéquez;Mazatenango ;Fiebre, Cansancio, Escalofríos y dolores corporales;Little Rock, Estados Unidos;Recuperado
Azucena;Acevedo;15/07/1945;20895422175;Baja Verapaz;Granados;Fiebre, Tos seca, Escalofríos y dolores corporales;Oklahoma City, Estados Unidos;Sospechoso
Jezebel;Palacios;17/02/1978;2555682233;Zacapa;Cabañas;Fiebre, Cansancio;San José de Colinas, Honduras;Confirmado
Agop;Arredondo;3/02/2001;210520921310;Sololá;Concepción;Fiebre, Tos seca;San Jose, Mexico;Recuperado
Ibel;Marín;23/11/1974;2108131991;Escuintla;Nueva Concepción;Fiebre, Tos seca;Charlotte, Estados Unidos;Sospechoso
Donna;Velásquez;9/06/2014;28636600203;Escuintla;Palín;Fiebre, Dificultad respiratoria;Hyattsville, Estados Unidos;Confirmado
Edco;Velasco;6/04/1978;2671737111;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Philadelphia, Estados Unidos;Sospechoso
Zenadia;Santillán;31/01/1960;22110663164;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;La Guama, Honduras;Confirmado
Lautaro;Ojeda;8/08/2000;21078018199;Jutiapa;El Adelanto;Fiebre, Cansancio;Buenavista, Mexico;Sospechoso
Reginaldo;Urena;29/02/1948;2390862473;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Des Moines, Estados Unidos;Confirmado
Are;Cotto;25/08/1998;23586986209;Sololá;Concepción;Fiebre, Tos seca;Grand Rapids, Estados Unidos;Recuperado
Quico;Rincón;24/04/2014;25967382187;Guatemala;Villa Nueva;Fiebre, Tos seca;Aguadulce, Panama;Confirmado
Marissa;Velez;20/03/1992;22128730142;Guatemala;Villa Canales;Fiebre, Tos seca;Alcaldedíaz, Panama;Confirmado
Gerald;Pagan;21/03/1924;2400274322;Sacatepéquez;Alotenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Los Angeles, Mexico;Sospechoso
Olympia;Trejo;17/06/2003;23616502104;Escuintla;Palín;Fiebre, Cansancio;Roma, Italia;Confirmado
Lais;Jurado;11/09/1941;28542625189;Santa Rosa;San Juan Tecuaco;Fiebre, Tos seca, Escalofríos y dolores corporales;Milwaukee, Estados Unidos;Sospechoso
Cleodora;Tórrez;8/05/1928;2135933997;San Marcos;Comitancillo;Fiebre, Tos seca, Escalofríos y dolores corporales;Long Beach, Estados Unidos;Sospechoso
Crisanto;Perales;9/02/1969;209073021710;Petén;San Benito;Fiebre, Tos seca;San Agustín, El Salvador;Recuperado
Radames;Acuna;19/10/1925;28465700213;Huehuetenango;Cuilco;Fiebre, Dificultad respiratoria;Ojos de Agua, Honduras;Confirmado
Catalina;Muro;14/05/1952;282478221610;Alta Verapaz;Santa Cruz Verapaz;Fiebre, Tos seca;Tampa, Estados Unidos;Confirmado
Marcia;Guzmán;1/09/1933;23615904148;Sololá;San Antonio Palopó;Fiebre, Tos seca;Guadalupe, Mexico;Recuperado
Salvo;Covas;15/01/2002;200158172110;Chiquimula;Quezaltepeque;Fiebre, Cansancio;El Alamo, Mexico;Sospechoso
Numa;Villegas;24/12/2015;2102048233;Retalhuleu;Retalhuleu;Fiebre, Cansancio, Escalofríos y dolores corporales;Taxisco, Guatemala;Sospechoso
Alarico;Meléndez;11/07/1983;28496658133;Quiché;Chicamán;Fiebre, Cansancio, Escalofríos y dolores corporales;Jiquilillo, Nicaragua;Confirmado
Beatrice;Esquibel;30/04/1933;26216680186;Guatemala;Guatemala;Fiebre, Cansancio;Colorado Springs, Estados Unidos;Confirmado
Jerry;Valle;14/11/1932;23157061146;Chiquimula;Olopa;Fiebre, Cansancio;Santa Maria, Mexico;Recuperado
Ethel;Garza;27/04/1997;2803746565;Sololá;Nahualá;Fiebre, Cansancio;San Antonio, Mexico;Recuperado
Fabio;Arteaga;7/03/1982;28574935181;Escuintla;Tiquisate;Fiebre, Dificultad respiratoria;La Huerta, Mexico;Confirmado
Emelina;Baeza;5/10/1928;26251013198;Baja Verapaz;Granados;Fiebre, Tos seca, Escalofríos y dolores corporales;San Andrés, Guatemala;Recuperado
Josué;Baeza;15/01/1947;29790994192;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Huntsville, Estados Unidos;Confirmado
Mercedes;Caldera;2/11/2010;226315002010;Guatemala;San Raymundo;Fiebre, Cansancio;Young America, Estados Unidos;Recuperado
Osías;Jaimes;14/09/1974;22462492195;Sacatepéquez;San Miguel Dueñas;Fiebre, Tos seca, Escalofríos y dolores corporales;San Francisco de la Paz, Honduras;Sospechoso
Licerio;Pedraza;24/08/2016;2841059156;Huehuetenango;Santa Bárbara;Fiebre, Tos seca, Escalofríos y dolores corporales;Milwaukee, Estados Unidos;Recuperado
Pía;Garrido;3/08/1987;2191078932;Sololá;Concepción;Fiebre, Tos seca;Roanoke, Estados Unidos;Sospechoso
Mayda;García;9/09/1994;2912978879;Sololá;Concepción;Fiebre, Tos seca;Las Vegas, Estados Unidos;Confirmado
Lastenia;Leal;19/12/2017;23710691215;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;San Cristóbal Totonicapán, Guatemala;Confirmado
Jayma;Alba;5/03/1994;21702735103;Escuintla;Palín;Fiebre, Cansancio;Tampa, Estados Unidos;Recuperado
Orfilia;Grijalva;14/09/2016;25676946310;Jalapa;San Pedro Pinula;Fiebre, Cansancio;Richmond, Estados Unidos;Recuperado
Lázaro;Munguia;7/05/1980;2214399974;Escuintla;San Vicente Pacaya;Fiebre, Tos seca, Escalofríos y dolores corporales;Puerto Cabezas, Nicaragua;Recuperado
Publio;Nazario;26/11/1950;24572343224;Guatemala;Villa Nueva;Fiebre, Tos seca;Santa Cruz, Mexico;Confirmado
Benita;Gonzales;2/11/1958;2048237617;San Marcos;Catarina;Fiebre, Dificultad respiratoria;Birmingham, Estados Unidos;Sospechoso
Sigrid;Olvera;16/08/2013;23332282199;Alta Verapaz;Tactic;Fiebre, Cansancio;San Jose, Mexico;Recuperado
Arminda;Escamilla;7/06/1993;19272448710;Guatemala;San Raymundo;Fiebre, Dificultad respiratoria;Naperville, Estados Unidos;Recuperado
Adalgisa;Pagan;14/01/1975;27224791123;Izabal;Los Amates;Fiebre, Cansancio, Escalofríos y dolores corporales;Beaufort, Estados Unidos;Recuperado
Misky;Mata;10/02/2003;29766078161;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Florida, Honduras;Sospechoso
Yair;Guerra;25/08/1956;22061615192;San Marcos;Malacatán;Fiebre, Cansancio;Los Pinos, Mexico;Sospechoso
Carles;Rodrígez;1/02/1968;19493667229;Escuintla;Palín;Fiebre, Tos seca;El Crucero, Nicaragua;Recuperado
Tabita;Haro;9/02/1962;212428052110;Escuintla;Palín;Fiebre, Cansancio;Parramos, Guatemala;Confirmado
Girzie;Delgado;30/12/1974;21721141204;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;Benito Juarez, Mexico;Sospechoso
Amalie;Terrazas;7/04/1956;2172237538;Alta Verapaz;Tamahú;Fiebre, Cansancio;Morazán, Guatemala;Sospechoso
Galileo;Gaytan;1/05/1930;2427105519;Huehuetenango;San Rafael La Independencia;Fiebre, Cansancio;Fargo, Estados Unidos;Recuperado
Maribel;Sánchez;4/08/2013;2236140031;Sololá;Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Salamá, Honduras;Sospechoso
Derek;Esquivel;3/07/2013;22086273195;Quiché;Santa María Nebaj;Fiebre, Tos seca, Escalofríos y dolores corporales;Springfield, Estados Unidos;Confirmado
Irupé;Tapia;18/06/1937;27879330146;Guatemala;San Raymundo;Fiebre, Cansancio;Bejuco, Costa Rica;Confirmado
Maile;Alvarado;15/07/1986;2119581318;Chiquimula;Ipala;Fiebre, Dificultad respiratoria;Messina, Italia;Recuperado
Ares;Tórrez;26/08/1933;21048182207;Sololá;Sololá;Fiebre, Cansancio;Houston, Estados Unidos;Recuperado
Gamal;Barreto;1/01/1995;25298722145;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;El Realejo, Nicaragua;Confirmado
Salustio;Parra;27/03/1968;29880095171;Guatemala;Amatitlán;Fiebre, Tos seca;Evansville, Estados Unidos;Confirmado
Arianna;Armijo;23/04/2013;23985574131;Escuintla;Palín;Fiebre, Dificultad respiratoria;Valle de Ángeles, Honduras;Recuperado
Saturno;Montoya;24/09/2002;2187525839;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Tierra y Libertad, Mexico;Confirmado
Elisa;Ramón;22/07/1955;259175131810;Sololá;Panajachel;Fiebre, Dificultad respiratoria;Cañas, Costa Rica;Recuperado
Lelio;Abeyta;2/12/1931;2763280833;Escuintla;San Vicente Pacaya;Fiebre, Cansancio;Lazaro Cardenas, Mexico;Confirmado
Valdemar;Galvez;6/12/1980;20218555219;Chiquimula;Chiquimula;Fiebre, Dificultad respiratoria;Washington, Estados Unidos;Confirmado
Eulogio;Zavala;11/02/2013;20950898221;Sacatepéquez;Santa María de Jesús;Fiebre, Tos seca, Escalofríos y dolores corporales;El Zapote, Mexico;Sospechoso
Esmeralda;Lugo;3/12/2010;299009322110;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;Saint Joseph, Estados Unidos;Confirmado
Enrico;Palacios;13/02/1952;20082322127;Escuintla;Nueva Concepción;Fiebre, Tos seca;Inglewood, Estados Unidos;Recuperado
Terencio;Cervantes;8/09/1983;27255571115;Petén;Flores;Fiebre, Tos seca, Escalofríos y dolores corporales;La Suiza, Costa Rica;Recuperado
Numas;Sanches;18/10/1999;22837932191;Chimaltenango;San Juan Comalapa;Fiebre, Tos seca;La Laguna, Mexico;Confirmado
Xenia;Sedillo;14/03/1961;274464842210;Izabal;Morales;Fiebre, Dificultad respiratoria;Hidalgo, Mexico;Confirmado
Deidamia;Irizarry;5/04/1945;23715367154;Guatemala;San José Pinula;Fiebre, Tos seca, Escalofríos y dolores corporales;El Calvario, Mexico;Confirmado
Laurelino;Negrón;24/04/1947;26454374113;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Santo Tomas, Mexico;Sospechoso
Recaredo;Toro;19/02/1979;2862091469;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;La Fortuna, Costa Rica;Sospechoso
Purlan;Fernández;6/03/1932;24458042209;Guatemala;Guatemala;Fiebre, Cansancio;Pueblo Nuevo, Panama;Confirmado
Sulamita;Mireles;19/06/1955;20981069183;Escuintla;San Vicente Pacaya;Fiebre, Cansancio, Escalofríos y dolores corporales;Orlando, Estados Unidos;Confirmado
Casildo;López;23/07/2014;19090573141;Petén;San José;Fiebre, Dificultad respiratoria;El Paso, Estados Unidos;Sospechoso
Bernardita;Covas;4/07/1955;29162737201;El Progreso;Morazán;Fiebre, Dificultad respiratoria;Washington, Estados Unidos;Recuperado
Germain;Posada;9/04/2004;29869329168;El Progreso;San Antonio La Paz;Fiebre, Cansancio;El Coco, Panama;Recuperado
Emil;Guerra;21/10/1946;29722239142;Quiché;Santa María Nebaj;Fiebre, Tos seca;Lexington, Estados Unidos;Confirmado
Pandora;Valverde;1/10/2001;2932052969;Quiché;Zacualpa;Fiebre, Cansancio;San Andrés, Guatemala;Sospechoso
Paz;Téllez;8/07/1930;23669526310;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Washington, Estados Unidos;Confirmado
Esmeralda;Mesa;16/02/1984;22760008201;El Progreso;San Antonio La Paz;Fiebre, Dificultad respiratoria;Guadalupe, Panama;Recuperado
Licurgo;Olivera;21/03/1969;19627938151;Sololá;San Antonio Palopó;Fiebre, Cansancio;Milwaukee, Estados Unidos;Confirmado
Millaray;Cotto;10/09/1936;27720775188;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Cañaveral, Honduras;Recuperado
Huberto;Cepeda;18/08/1987;2382089353;Izabal;Los Amates;Fiebre, Tos seca, Escalofríos y dolores corporales;Patulul, Guatemala;Recuperado
Yael;Chacón;3/03/2014;2498644158;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Colorado Springs, Estados Unidos;Confirmado
Clodoveo;Abreu;14/04/1921;20495047175;Retalhuleu;San Sebastián;Fiebre, Tos seca, Escalofríos y dolores corporales;Naples, Estados Unidos;Confirmado
Lioba;Domínguez;20/06/1937;28632320153;Chiquimula;Chiquimula;Fiebre, Tos seca, Escalofríos y dolores corporales;Esquipulas Palo Gordo, Guatemala;Sospechoso
Alaide;Ledesma;7/03/1980;22701634129;Baja Verapaz;Salamá;Fiebre, Cansancio, Escalofríos y dolores corporales;Salt Lake City, Estados Unidos;Sospechoso
Isberga;Apodaca;19/08/1949;25422506206;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Sospechoso
Relinda;Bueno;16/08/1952;23662576127;Quetzaltenango;Salcajá;Fiebre, Cansancio;Honolulu, Estados Unidos;Sospechoso
Agar;Montez;25/02/2004;1900811532;Guatemala;Guatemala;Fiebre, Tos seca;Valencia, España;Recuperado
Clarissa;Zamudio;22/07/1958;27592764212;Huehuetenango;La Libertad;Fiebre, Tos seca;San Jose, Estados Unidos;Recuperado
Venancia;Montalvo;8/02/1952;19617942136;Petén;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;San José de Cusmapa, Nicaragua;Confirmado
Mariela;Berrios;22/01/2019;2359551472;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Sparks, Estados Unidos;Sospechoso
Quique;Ozuna;8/11/1991;2285023547;Chimaltenango;Chimaltenango;Fiebre, Cansancio, Escalofríos y dolores corporales;Reno, Estados Unidos;Recuperado
Millaray;Villareal;22/07/1934;2583467522;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Catarina Barahona, Guatemala;Recuperado
Anacleto;Urrútia;17/06/1942;2859159066;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Pocrí, Panama;Recuperado
Desiderius;Navarrete;3/03/1945;21922773155;Retalhuleu;San Felipe;Fiebre, Cansancio;Mojimán, Honduras;Sospechoso
Aike;Portillo;16/12/2005;1927901185;San Marcos;Catarina;Fiebre, Cansancio;New York City, Estados Unidos;Confirmado
Fayruz;García;13/08/2015;19013384129;Retalhuleu;Retalhuleu;Fiebre, Tos seca, Escalofríos y dolores corporales;Columbia, Estados Unidos;Recuperado
Edgar;Ozuna;17/04/1936;24129474228;Escuintla;Siquinalá;Fiebre, Cansancio;Houston, Estados Unidos;Sospechoso
Asael;Loera;28/04/1946;2980530434;Guatemala;Villa Nueva;Fiebre, Cansancio;La Unión, Guatemala;Confirmado
Raguel;Heredia;28/09/1952;2253128166;Guatemala;Guatemala;Fiebre, Cansancio;Oakland, Estados Unidos;Recuperado
Grecia;Abrego;3/09/1922;21327607219;Izabal;Morales;Fiebre, Dificultad respiratoria;Cerro Blanco, Honduras;Recuperado
Morena;Figueroa;30/11/1955;2635950983;Sololá;Concepción;Fiebre, Dificultad respiratoria;El Calvario, Mexico;Confirmado
Yvonne;Viera;10/10/2013;26687504155;Guatemala;Guatemala;Fiebre, Cansancio;Lazaro Cardenas, Mexico;Sospechoso
Demeter;Salcedo;11/10/1976;29677552107;Santa Rosa;Cuilapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Topeka, Estados Unidos;Sospechoso
Panambi;Baca;26/06/1931;2971779222;Escuintla;San José;Fiebre, Tos seca;San Isidro, Mexico;Confirmado
Lesmes;Gallardo;23/04/1929;2794317395;Guatemala;Villa Canales;Fiebre, Dificultad respiratoria;Buenavista, Mexico;Sospechoso
Hullen;Galarza;6/03/1971;2096384683;Sololá;Sololá;Fiebre, Tos seca;Lazaro Cardenas, Mexico;Confirmado
Ganix;Serrano;10/01/1943;2912263952;Retalhuleu;San Sebastián;Fiebre, Cansancio;Scottsdale, Estados Unidos;Recuperado
Talia;Pichardo;31/01/2017;29603431135; Quetzaltenango; Salcajá;Fiebre, Tos seca;Guadalupe, Mexico;Confirmado
Franz;Anguiano;26/05/1995;29642235105;Quiché;Pachalum;Fiebre, Tos seca;Oklahoma City, Estados Unidos;Sospechoso
Cleofas;Tijerina;3/09/1973;2097097284;Escuintla;Iztapa;Fiebre, Tos seca;Travesía, Honduras;Confirmado
Alsan;Tafoya;19/05/1994;19661690204;Sololá;Concepción;Fiebre, Dificultad respiratoria;Newport News, Estados Unidos;Sospechoso
Rolán;Gamboa;13/04/1948;2477572357;El Progreso;Morazán;Fiebre, Cansancio, Escalofríos y dolores corporales;Corpus Christi, Estados Unidos;Sospechoso
Mathilde;Perales;8/05/1923;280658871410;Escuintla;Palín;Fiebre, Dificultad respiratoria;Perugia, Italia;Confirmado
Federigo;Gurule;25/11/2008;20811002103;Izabal;Los Amates;Fiebre, Tos seca, Escalofríos y dolores corporales;Pittsburgh, Estados Unidos;Confirmado
Luken;Adame;17/10/1943;21078136118;Sacatepéquez;Alotenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado
Nathanel;Yáñez;2/07/2012;2161545352;Guatemala;Guatemala;Fiebre, Tos seca;Río de Jesús, Panama;Confirmado
Arián;Soto;19/12/1984;22971872155;Sololá;San Antonio Palopó;Fiebre, Tos seca;La Virtud, Honduras;Recuperado
Lindor;Rivas;7/11/1969;28627411118;Retalhuleu;San Sebastián;Fiebre, Tos seca, Escalofríos y dolores corporales;Sevilla, España;Confirmado
Angus;Reséndez;15/10/1981;27055135134;Escuintla;Iztapa;Fiebre, Tos seca;La Palma, Panama;Sospechoso
Maida;Razo;2/03/1973;27334950210;Escuintla;Palín;Fiebre, Tos seca;Almeria, España;Confirmado
Orión;Collazo;9/06/1959;2802479477;Totonicapán;San Bartolo;Fiebre, Cansancio;Naples, Estados Unidos;Confirmado
Cristo;Paez;12/10/1989;2441835945;Izabal;Livingston;Fiebre, Tos seca, Escalofríos y dolores corporales;Sabanitas, Panama;Confirmado
Leto;Escamilla;23/10/1964;25287418201;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado
Ibi;Verduzco;9/10/1929;23317411179;Guatemala;Guatemala;Fiebre, Tos seca;Veracruz, Honduras;Sospechoso
Virginio;Torres;1/10/2013;2742172475;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Rosa, Mexico;Recuperado
Breogan;Vázquez;21/12/1941;24159976157;Jalapa;Jalapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Puerto Barrios, Guatemala;Sospechoso
Manila;Saldivar;27/11/1971;20911283103;Sololá;Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Alameda, Mexico;Sospechoso
Verona;Reynoso;21/07/1970;25645534202;Escuintla;Guaganazapa;Fiebre, Tos seca;Pasadena, Estados Unidos;Sospechoso
Karim;Valdez;11/05/1922;26131141207;Izabal;Los Amates;Fiebre, Tos seca;Los Angeles, Estados Unidos;Sospechoso
Angelino;Alcalá;23/03/1972;20256910112;Santa Rosa;Taxisco;Fiebre, Dificultad respiratoria;Miami, Estados Unidos;Recuperado
Amara;Lucero;21/07/1949;27108751194;Escuintla;Tiquisate;Fiebre, Tos seca;San Bartolomé Milpas Altas, Guatemala;Recuperado
Alexis;Valle;27/03/1923;19956021127;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Langue, Honduras;Sospechoso
